place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
12,1,FANTASY AND GOLD(N326),K C Ng,C H Yip,128,1173,4,5-3/4,"8                                                            

6                                                            

6                                                            

12",1:23.81,73,1(45),Class 5 - 1400M - (40-15),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 550,000",Sha Tin,2013/10/01
13,3,HIT A HOME RUN(N248),D Whyte,J Moore,132,1106,13,5-3/4,"13                                                            

13                                                            

13                                                            

13",1:23.83,8.1,1(45),Class 5 - 1400M - (40-15),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 550,000",Sha Tin,2013/10/01
14,2,EMPIRE CITY(L169),A Suborics,R Gibson,132,1096,6,9-1/2,"9                                                            

9                                                            

11                                                            

14",1:24.41,18,1(45),Class 5 - 1400M - (40-15),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 550,000",Sha Tin,2013/10/01
1,13,DOUBLE DRAGON(K019),C Y Ho,D Cruz,118,1037,8,-,"4                                                            

4                                                            

5                                                            

1",1:22.23,8.3,2(46),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
2,5,WINNING BOY(N186),T Angland,T P Yung,128,945,1,N,"5                                                            

5                                                            

3                                                            

2",1:22.29,5.8,2(46),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
3,7,LUCKY GAINS(M230),Z Purton,K L Man,126,1104,3,1/2,"6                                                            

6                                                            

6                                                            

3",1:22.33,8.2,2(46),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
4,12,DEHERE'S THE LOVE(P305),D Whyte,J Size,122,1090,5,3/4,"8                                                            

9                                                            

7                                                            

4",1:22.36,2.8,2(46),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
5,4,LUCKY BONUS(P042),M L Yeung,C S Shum,126,1113,4,3/4,"2                                                            

3                                                            

4                                                            

5",1:22.36,5.8,2(46),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
6,8,SOLDIER(K346),K C Leung,D J Hall,124,1106,7,3/4,"14                                                            

13                                                            

11                                                            

6",1:22.39,19,2(46),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
7,9,CLASSY VICTOR(P291),K Teetan,A T Millard,125,1114,6,1-1/2,"3                                                            

2                                                            

2                                                            

7",1:22.48,18,2(46),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
8,11,LA COTE DE BLEU(P307),T H So,P O'Sullivan,121,1112,9,1-3/4,"10                                                            

10                                                            

10                                                            

8",1:22.51,99,2(46),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
9,10,DISTINCT COMMANDER(N442),H W Lai,K W Lui,122,1218,2,1-3/4,"7                                                            

8                                                            

8                                                            

9",1:22.52,99,2(46),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
10,1,YEUNG SING(P001),A Suborics,A Lee,133,1069,13,2-1/2,"13                                                            

12                                                            

12                                                            

10",1:22.63,53,2(46),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
11,3,CROATIA(P132),O Doleuze,C W Chang,129,1018,11,2-3/4,"9                                                            

7                                                            

9                                                            

11",1:22.68,39,2(46),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
12,14,ALL TIMES LUCKY(P064),K C Ng,C H Yip,109,1063,10,4-3/4,"1                                                            

1                                                            

1                                                            

12",1:23.00,99,2(46),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
13,6,SHANTARAAM(N410),N Pinna,R Gibson,127,1149,14,5-1/2,"12                                                            

14                                                            

14                                                            

13",1:23.11,82,2(46),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
14,2,VERDANE(P184),C O'Donoghue,J Moore,131,1094,12,24,"11                                                            

11                                                            

13                                                            

14",1:26.05,11,2(46),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
1,1,ENSEMBLE(P249),O Doleuze,J Size,133,1146,3,-,"1                                                            

2                                                            

1",0:56.48,12,3(47),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
2,3,BUNDLE OF JOY(P180),D Whyte,D J Hall,131,1171,7,SH,"4                                                            

5                                                            

2",0:56.49,1.5,3(47),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
3,7,ROMAN LEGEND(P301),M Chadwick,A S Cruz,122,1163,9,SH,"2                                                            

1                                                            

3",0:56.50,6.5,3(47),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
4,4,BIG FOUR(P102),T Angland,C W Chang,128,1126,2,2,"12                                                            

9                                                            

4",0:56.82,32,3(47),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
5,11,MERIDIAN TREASURE(N084),C K Tong,W Y So,117,1095,13,2-1/4,"6                                                            

10                                                            

5",0:56.83,99,3(47),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
6,5,JAEGER BOMB(P281),C O'Donoghue,C Fownes,124,1127,5,2-1/2,"10                                                            

8                                                            

6",0:56.87,27,3(47),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
7,6,ORIENTAL PROSPER(N100),W C Marwing,Y S Tsui,124,1207,1,2-3/4,"7                                                            

4                                                            

7",0:56.91,6.1,3(47),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
8,14,LIFELINE ELITE(M256),C Y Ho,A T Millard,115,1178,10,3-1/4,"3                                                            

3                                                            

8",0:57.00,29,3(47),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
9,12,NOBODY BUT YOU(M202),W M Lai,T K Ng,119,1185,11,3-1/2,"13                                                            

13                                                            

9",0:57.04,32,3(47),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
10,2,SKY MASCOT(L267),T H So,D Cruz,130,1036,14,4,"5                                                            

7                                                            

10",0:57.11,99,3(47),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
11,10,SCRAPPER WELL(P326),N Pinna,R Gibson,120,1089,12,5-1/2,"11                                                            

11                                                            

11",0:57.35,99,3(47),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
12,9,PEARL STAR(P334),K C Ng,C H Yip,115,1129,4,6,"14                                                            

14                                                            

12",0:57.46,99,3(47),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
13,13,QUEEN'S WHISTLE(P276),K C Leung,P O'Sullivan,117,1165,6,7-1/4,"8                                                            

12                                                            

13",0:57.64,99,3(47),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
14,8,HELEN'S CHOICE(P185),A Suborics,P F Yiu,123,1220,8,7-1/4,"9                                                            

6                                                            

14",0:57.64,90,3(47),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
1,12,PURE FORCE(M298),T H So,K W Lui,122,1189,3,-,"2                                                            

2                                                            

1",0:56.49,10,4(48),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
2,3,MAROON PRINCE(N413),K Teetan,J Moore,131,1158,6,SH,"3                                                            

3                                                            

2",0:56.52,16,4(48),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
3,4,FANTASTICO(P178),W C Marwing,P F Yiu,130,1082,9,1/2,"13                                                            

7                                                            

3",0:56.58,2.5,4(48),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
4,2,ELEGANT FRAMES(N240),O Doleuze,D J Hall,131,1176,11,2-1/2,"4                                                            

4                                                            

4",0:56.88,10,4(48),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
5,5,GOLDEN ADDICTION(P234),D Whyte,J Size,129,1036,7,2-1/2,"9                                                            

6                                                            

5",0:56.91,4.9,4(48),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
6,11,JOY TOGETHER(P082),K C Ng,C H Yip,120,1087,4,3,"1                                                            

1                                                            

6",0:56.96,18,4(48),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
7,9,GORGEOUS DEBUT(P369),M L Yeung,C S Shum,124,1112,5,3-1/4,"7                                                            

12                                                            

7",0:57.03,35,4(48),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
8,1,WELL FIT(M185),C Y Lui,D Cruz,125,1032,8,3-3/4,"10                                                            

11                                                            

8",0:57.11,7.6,4(48),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
9,13,TAYSIDE(N312),Z Purton,A T Millard,122,1021,14,4-1/4,"12                                                            

9                                                            

9",0:57.17,15,4(48),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
10,14,O'HALO(N066),A Suborics,W Y So,121,1185,12,4-1/2,"6                                                            

5                                                            

10",0:57.22,86,4(48),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
11,7,EVERYONE'S CHOICE(P208),T Angland,K L Man,128,1148,10,7-1/2,"8                                                            

8                                                            

11",0:57.69,99,4(48),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
12,10,MIGHT AND VISION(S057),M Chadwick,A S Cruz,124,1090,2,11,"5                                                            

10                                                            

12",0:58.26,23,4(48),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
13,6,IT CAN ONLY BE YOU(P244),W M Lai,T K Ng,129,1152,13,12,"14                                                            

14                                                            

13",0:58.43,57,4(48),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
14,8,PACKING CROSS(N353),H W Lai,L Ho,125,1184,1,13,"11                                                            

13                                                            

14",0:58.58,99,4(48),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
1,3,KEEN TACTICS(N143),Z Purton,K L Man,127,1025,1,-,"4                                                            

4                                                            

4                                                            

1",1:35.01,5.8,5(49),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
2,14,SOUTHERN SPRINGS(P139),K C Leung,C S Shum,113,1101,6,N,"3                                                            

3                                                            

3                                                            

2",1:35.06,2.6,5(49),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
3,8,FOREVER AHEAD(N433),O Doleuze,J Size,123,1054,7,1,"7                                                            

7                                                            

6                                                            

3",1:35.18,14,5(49),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
4,10,TARREGA(M322),C Y Lui,D J Hall,116,1138,5,1-3/4,"1                                                            

1                                                            

1                                                            

4",1:35.30,31,5(49),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
5,1,GOLDLAND DANCER(N316),N Pinna,S Woods,133,1139,3,2,"5                                                            

5                                                            

5                                                            

5",1:35.32,13,5(49),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
6,5,DASHING SUPER(N348),C K Tong,Y S Tsui,124,1161,2,2,"2                                                            

2                                                            

2                                                            

6",1:35.33,9,5(49),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
7,11,GRAND CHAMPION(M319),M L Yeung,P O'Sullivan,120,1156,10,3-3/4,"12                                                            

14                                                            

13                                                            

7",1:35.63,22,5(49),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
8,7,SPURS ON(N428),D Whyte,D E Ferraris,125,1030,12,4,"14                                                            

13                                                            

10                                                            

8",1:35.66,13,5(49),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
9,12,PRINCE OF SUNSHINE(M017),T Angland,C W Chang,121,1132,11,4-1/4,"11                                                            

12                                                            

11                                                            

9",1:35.69,99,5(49),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
10,4,MALAYAN PEARL(N416),M Chadwick,D Cruz,125,1165,9,4-1/2,"8                                                            

9                                                            

8                                                            

10",1:35.72,8.3,5(49),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
11,13,GLOBAL FAME(M335),K Teetan,C S Shum,117,1214,4,4-3/4,"10                                                            

10                                                            

7                                                            

11",1:35.77,19,5(49),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
12,6,FUNNY FORTUNE(P227),T H So,L Ho,123,1079,8,8-1/4,"6                                                            

6                                                            

9                                                            

12",1:36.35,75,5(49),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
13,9,PANTHER RUN(L140),H W Lai,K W Lui,121,1046,14,9-3/4,"13                                                            

11                                                            

14                                                            

13",1:36.57,20,5(49),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
14,2,READY TO CELEBRATE(P218),C Y Ho,Y S Tsui,126,1171,13,15,"9                                                            

8                                                            

12                                                            

14",1:37.43,99,5(49),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2013/10/01
1,5,TODOS CON SUERTE(P350),Z Purton,L Ho,125,1180,2,-,"4                                                            

6                                                            

4                                                            

4                                                            

1",1:47.43,4.9,6(50),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
2,10,SUPER PISTACHIO(L099),M Chadwick,A S Cruz,118,1051,7,1/2,"2                                                            

2                                                            

2                                                            

1                                                            

2",1:47.52,28,6(50),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
3,4,PERCY JACKSON(N188),N Pinna,S Woods,127,970,1,3/4,"7                                                            

8                                                            

8                                                            

9                                                            

3",1:47.55,13,6(50),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
4,8,LEVEL PLAYER(N323),M L Yeung,A S Cruz,121,1093,5,1-1/4,"6                                                            

4                                                            

5                                                            

5                                                            

4",1:47.64,5.5,6(50),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
5,11,SUPER STRIKE(L393),K C Leung,A Schutz,117,1000,6,2-1/2,"11                                                            

11                                                            

10                                                            

11                                                            

5",1:47.84,55,6(50),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
6,3,INDIGO WAY(M227),H W Lai,K L Man,127,1093,4,2-3/4,"10                                                            

10                                                            

12                                                            

13                                                            

6",1:47.88,63,6(50),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
7,9,JAMESINA(H290),K Teetan,D E Ferraris,121,1105,3,3,"8                                                            

7                                                            

9                                                            

8                                                            

7",1:47.92,9.8,6(50),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
8,6,AMBER DRAGON(P229),O Doleuze,R Gibson,124,1059,12,3-3/4,"9                                                            

9                                                            

7                                                            

7                                                            

8",1:48.02,6.2,6(50),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
9,13,COOL BEAN(N076),D Whyte,D Cruz,118,1053,8,3-3/4,"3                                                            

5                                                            

6                                                            

6                                                            

9",1:48.05,5.3,6(50),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
10,12,TOWERING STORM(M401),C Y Ho,P F Yiu,116,1055,9,4,"5                                                            

3                                                            

3                                                            

3                                                            

10",1:48.07,6.5,6(50),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
11,2,EMPEROR CLAUDIUS(M128),T H So,J Size,127,1017,10,4-1/2,"1                                                            

1                                                            

1                                                            

2                                                            

11",1:48.15,41,6(50),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
12,1,BUDDY BUDDIES(M021),A Suborics,C W Chang,131,1033,13,5-1/4,"13                                                            

13                                                            

13                                                            

12                                                            

12",1:48.28,23,6(50),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
13,7,EAGLE SPIRIT(L326),T Angland,A Schutz,124,1227,11,7-1/2,"12                                                            

12                                                            

11                                                            

10                                                            

13",1:48.65,46,6(50),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,000,000",Sha Tin,2013/10/01
1,4,GO BABY GO(N033),T Angland,C H Yip,124,1128,1,-,"1                                                            

2                                                            

1",0:55.75,9.8,7(51),Hong Kong Group Three - 1000M - (95+),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,500,000",Sha Tin,2013/10/01
2,2,FREDERICK ENGELS(N187),Z Purton,J Moore,128,1112,7,3/4,"5                                                            

3                                                            

2",0:55.88,11,7(51),Hong Kong Group Three - 1000M - (95+),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,500,000",Sha Tin,2013/10/01
3,5,CHARLES THE GREAT(N171),C O'Donoghue,J Moore,123,1067,4,1-1/4,"8                                                            

7                                                            

3",0:55.94,23,7(51),Hong Kong Group Three - 1000M - (95+),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,500,000",Sha Tin,2013/10/01
4,7,CALIFORNIA BOUNTY(P222),M Chadwick,A S Cruz,117,1016,9,1-1/2,"2                                                            

1                                                            

4",0:55.97,4.4,7(51),Hong Kong Group Three - 1000M - (95+),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,500,000",Sha Tin,2013/10/01
5,1,EAGLE REGIMENT(M011),O Doleuze,K L Man,133,1183,5,2-1/4,"3                                                            

5                                                            

5",0:56.10,2.1,7(51),Hong Kong Group Three - 1000M - (95+),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,500,000",Sha Tin,2013/10/01
6,8,SOLAR GREAT(M189),K C Leung,D J Hall,113,1111,6,3,"6                                                            

8                                                            

6",0:56.23,16,7(51),Hong Kong Group Three - 1000M - (95+),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,500,000",Sha Tin,2013/10/01
7,10,VITAL FLYER(K373),K Teetan,C W Chang,113,1211,8,3-1/2,"7                                                            

4                                                            

7",0:56.29,11,7(51),Hong Kong Group Three - 1000M - (95+),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,500,000",Sha Tin,2013/10/01
8,3,CAPTAIN SWEET(L354),W C Marwing,J Moore,127,1131,2,4-1/4,"4                                                            

6                                                            

8",0:56.41,16,7(51),Hong Kong Group Three - 1000M - (95+),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,500,000",Sha Tin,2013/10/01
9,9,STRAIGHT GOLD(N089),W M Lai,J Moore,113,1209,3,5,"9                                                            

9                                                            

9",0:56.54,16,7(51),Hong Kong Group Three - 1000M - (95+),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,500,000",Sha Tin,2013/10/01
WX,6,BEST ELEVEN(N016),M L Yeung,A S Cruz,120,---,---,---,---,---,---,7(51),Hong Kong Group Three - 1000M - (95+),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,500,000",Sha Tin,2013/10/01
1,5,GOLD-FUN(P045),O Doleuze,R Gibson,124,1226,4,-,"9                                                            

8                                                            

6                                                            

1",1:20.73,4.8,8(52),Hong Kong Group Three - 1400M - (100+),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,500,000",Sha Tin,2013/10/01
2,13,BLAZING SPEED(P192),C Y Lui,A S Cruz,113,1111,3,1-3/4,"5                                                            

5                                                            

8                                                            

2",1:21.02,16,8(52),Hong Kong Group Three - 1400M - (100+),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,500,000",Sha Tin,2013/10/01
3,1,HELENE SPIRIT(M310),A Suborics,C Fownes,133,1091,1,1-3/4,"7                                                            

6                                                            

4                                                            

3",1:21.03,13,8(52),Hong Kong Group Three - 1400M - (100+),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,500,000",Sha Tin,2013/10/01
4,10,RAINBOW CHIC(P118),Z Purton,C Fownes,121,1119,10,2-1/2,"13                                                            

10                                                            

7                                                            

4",1:21.11,6.5,8(52),Hong Kong Group Three - 1400M - (100+),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,500,000",Sha Tin,2013/10/01
5,12,DESTINED FOR GLORY(M207),K C Leung,J Moore,118,1163,14,3-1/4,"12                                                            

13                                                            

10                                                            

5",1:21.26,27,8(52),Hong Kong Group Three - 1400M - (100+),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,500,000",Sha Tin,2013/10/01
6,14,FREE JUDGEMENT(M163),K Teetan,S Woods,113,1157,12,3-1/2,"14                                                            

14                                                            

13                                                            

6",1:21.28,99,8(52),Hong Kong Group Three - 1400M - (100+),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,500,000",Sha Tin,2013/10/01
